MUNICIPIO_COD;MUNICIPIO_NOME;TIPO;DIA;MES;ANO;RISP;RMBH;VITIMAS
313170;ITABIRA;CONSUMADO;18;7;2019;12;-;1
313520;JANUARIA;CONSUMADO;18;7;2019;11;-;1
310230;ALVINOPOLIS;CONSUMADO;25;7;2019;12;-;1
313190;ITABIRITO;CONSUMADO;27;7;2019;3;-;1
310620;BELO HORIZONTE;CONSUMADO;29;7;2019;1;RMBH;1
315960;SANTA RITA DO SAPUCAI;CONSUMADO;30;7;2019;17;-;1
312770;GOVERNADOR VALADARES;CONSUMADO;8;8;2019;8;-;1
317043;UNIAO DE MINAS;CONSUMADO;8;8;2019;5;-;1
312707;FRUTA DE LEITE;CONSUMADO;11;8;2019;11;-;1
315780;SANTA LUZIA;CONSUMADO;11;8;2019;3;RMBH;1
310620;BELO HORIZONTE;CONSUMADO;16;8;2019;1;RMBH;1
311860;CONTAGEM;CONSUMADO;25;8;2019;2;RMBH;1
317020;UBERLANDIA;CONSUMADO;26;8;2019;9;-;1
310620;BELO HORIZONTE;CONSUMADO;29;8;2019;1;RMBH;1
312352;DURANDE;CONSUMADO;3;9;2019;12;-;1
310620;BELO HORIZONTE;CONSUMADO;4;9;2019;1;RMBH;1
310620;BELO HORIZONTE;CONSUMADO;7;9;2019;1;RMBH;2
315460;RIBEIRAO DAS NEVES;CONSUMADO;7;9;2019;2;RMBH;1
314700;PARACATU;CONSUMADO;9;9;2019;16;-;1
316750;SIMAO PEREIRA;CONSUMADO;10;9;2019;4;-;1
316920;TOMBOS;CONSUMADO;10;9;2019;4;-;1
311120;CAMPO BELO;CONSUMADO;13;9;2019;6;-;1
310620;BELO HORIZONTE;CONSUMADO;15;9;2019;1;RMBH;1
315140;PITANGUI;CONSUMADO;17;9;2019;7;-;1
313820;LAVRAS;CONSUMADO;19;9;2019;6;-;1
316990;UBA;CONSUMADO;19;9;2019;4;-;1
312710;FRUTAL;CONSUMADO;21;9;2019;5;-;1
310620;BELO HORIZONTE;CONSUMADO;22;9;2019;1;RMBH;1
315430;RESPLENDOR;CONSUMADO;25;9;2019;8;-;1
315140;PITANGUI;CONSUMADO;29;9;2019;7;-;1
313250;ITAMARANDIBA;CONSUMADO;3;10;2019;14;-;1
317010;UBERABA;CONSUMADO;6;10;2019;5;-;1
310590;BARROSO;CONSUMADO;8;10;2019;13;-;1
310620;BELO HORIZONTE;CONSUMADO;10;10;2019;1;RMBH;1
313520;JANUARIA;CONSUMADO;12;10;2019;11;-;1
310650;BERILO;CONSUMADO;13;10;2019;14;-;1
314320;MONTE SANTO DE MINAS;CONSUMADO;13;10;2019;18;-;1
314600;OURO FINO;CONSUMADO;16;10;2019;17;-;1
311760;CONCEICAO DO PARA;CONSUMADO;17;10;2019;7;-;1
314340;MONTE SIAO;CONSUMADO;17;10;2019;17;-;1
310620;BELO HORIZONTE;CONSUMADO;21;10;2019;1;RMBH;1
315460;RIBEIRAO DAS NEVES;CONSUMADO;21;10;2019;2;RMBH;1
314480;NOVA LIMA;CONSUMADO;22;10;2019;3;RMBH;1
315053;PINGO D'AGUA;CONSUMADO;29;10;2019;12;-;1
311340;CARATINGA;CONSUMADO;30;10;2019;12;-;1
316460;SAO SEBASTIAO DO OESTE;CONSUMADO;1;11;2019;7;-;1
317120;VESPASIANO;CONSUMADO;4;11;2019;3;RMBH;1
316990;UBA;CONSUMADO;8;11;2019;4;-;1
313170;ITABIRA;CONSUMADO;9;11;2019;12;-;1
315090;PIRANGUCU;CONSUMADO;10;11;2019;17;-;1
316860;TEOFILO OTONI;CONSUMADO;10;11;2019;15;-;1
310650;BERILO;CONSUMADO;23;11;2019;14;-;1
314315;MONTE FORMOSO;CONSUMADO;24;11;2019;15;-;1
316290;SAO JOAO NEPOMUCENO;CONSUMADO;26;11;2019;4;-;1
313360;ITAPEVA;CONSUMADO;27;11;2019;17;-;1
316250;SAO JOAO DEL REI;CONSUMADO;1;12;2019;13;-;1
313930;MANGA;CONSUMADO;3;12;2019;11;-;1
310620;BELO HORIZONTE;CONSUMADO;6;12;2019;1;RMBH;1
316180;SAO GONCALO DO PARA;CONSUMADO;8;12;2019;7;-;1
312200;DIVINO;CONSUMADO;10;12;2019;4;-;1
317040;UNAI;CONSUMADO;10;12;2019;16;-;1
314480;NOVA LIMA;CONSUMADO;19;12;2019;3;RMBH;1
313940;MANHUACU;CONSUMADO;21;12;2019;12;-;1
312230;DIVINOPOLIS;CONSUMADO;22;12;2019;7;-;1
312770;GOVERNADOR VALADARES;CONSUMADO;22;12;2019;8;-;1
312910;GURINHATA;CONSUMADO;22;12;2019;9;-;1
315340;PRESIDENTE OLEGARIO;CONSUMADO;25;12;2019;10;-;1
313460;JABOTICATUBAS;CONSUMADO;27;12;2019;3;RMBH;1
310730;BOCAIUVA;CONSUMADO;29;12;2019;11;-;1
313760;LAGOA SANTA;CONSUMADO;29;12;2019;3;RMBH;1
310945;CABECEIRA GRANDE;CONSUMADO;1;1;2020;16;-;1
315960;SANTA RITA DO SAPUCAI;CONSUMADO;2;1;2020;17;-;1
314290;MONTE AZUL;CONSUMADO;11;1;2020;11;-;1
311740;CONCEICAO DE IPANEMA;CONSUMADO;12;1;2020;12;-;1
314520;NOVA SERRANA;CONSUMADO;28;1;2020;7;-;1
315180;POCOS DE CALDAS;CONSUMADO;31;1;2020;18;-;1
311140;CAMPO FLORIDO;CONSUMADO;1;2;2020;5;-;1
310560;BARBACENA;CONSUMADO;4;2;2020;13;-;1
310620;BELO HORIZONTE;CONSUMADO;6;2;2020;1;RMBH;1
314860;PECANHA;CONSUMADO;8;2;2020;8;-;1
310950;CABO VERDE;CONSUMADO;10;2;2020;18;-;1
315120;PIRAPORA;CONSUMADO;13;2;2020;14;-;1
310620;BELO HORIZONTE;CONSUMADO;15;2;2020;1;RMBH;1
314790;PASSOS;CONSUMADO;16;2;2020;18;-;1
311860;CONTAGEM;CONSUMADO;19;2;2020;2;RMBH;1
312400;ERVALIA;CONSUMADO;20;2;2020;4;-;1
316030;SANTO ANTONIO DO JACINTO;CONSUMADO;20;2;2020;15;-;1
312230;DIVINOPOLIS;CONSUMADO;21;2;2020;7;-;1
314210;MIRADOURO;CONSUMADO;24;2;2020;4;-;1
310510;BAMBUI;CONSUMADO;28;2;2020;7;-;1
310670;BETIM;CONSUMADO;1;3;2020;2;RMBH;1
311995;CORREGO FUNDO;CONSUMADO;3;3;2020;7;-;1
317010;UBERABA;CONSUMADO;11;3;2020;5;-;1
313760;LAGOA SANTA;CONSUMADO;14;3;2020;3;RMBH;1
310870;BRAS PIRES;CONSUMADO;15;3;2020;4;-;1
310620;BELO HORIZONTE;CONSUMADO;16;3;2020;1;RMBH;1
310620;BELO HORIZONTE;CONSUMADO;17;3;2020;1;RMBH;1
310620;BELO HORIZONTE;CONSUMADO;23;3;2020;1;RMBH;1
315560;RIO PARDO DE MINAS;CONSUMADO;29;3;2020;11;-;1
314710;PARA DE MINAS;CONSUMADO;31;3;2020;7;-;1
310450;ARINOS;CONSUMADO;10;4;2020;16;-;1
316930;TRES CORACOES;CONSUMADO;11;4;2020;6;-;1
317020;UBERLANDIA;CONSUMADO;11;4;2020;9;-;1
310620;BELO HORIZONTE;CONSUMADO;13;4;2020;1;RMBH;1
310620;BELO HORIZONTE;CONSUMADO;15;4;2020;1;RMBH;1
312770;GOVERNADOR VALADARES;CONSUMADO;16;4;2020;8;-;1
317010;UBERABA;CONSUMADO;16;4;2020;5;-;1
314280;MONTE ALEGRE DE MINAS;CONSUMADO;22;4;2020;9;-;1
315980;SANTA VITORIA;CONSUMADO;22;4;2020;9;-;1
311290;CAPUTIRA;CONSUMADO;25;4;2020;12;-;1
311730;CONCEICAO DAS ALAGOAS;CONSUMADO;25;4;2020;5;-;1
311830;CONSELHEIRO LAFAIETE;CONSUMADO;26;4;2020;13;-;1
312250;DOM CAVATI;CONSUMADO;27;4;2020;12;-;1
311860;CONTAGEM;CONSUMADO;29;4;2020;2;RMBH;1
312450;ESTIVA;CONSUMADO;5;5;2020;17;-;1
311750;CONCEICAO DO MATO DENTRO;CONSUMADO;6;5;2020;14;-;1
311860;CONTAGEM;CONSUMADO;6;5;2020;2;RMBH;2
313470;JACINTO;CONSUMADO;6;5;2020;15;-;1
310620;BELO HORIZONTE;CONSUMADO;10;5;2020;1;RMBH;1
312230;DIVINOPOLIS;CONSUMADO;11;5;2020;7;-;1
314330;MONTES CLAROS;CONSUMADO;14;5;2020;11;-;1
312040;CRISTIANO OTONI;CONSUMADO;20;5;2020;13;-;1
317200;VISCONDE DO RIO BRANCO;CONSUMADO;29;5;2020;4;-;1
315250;POUSO ALEGRE;CONSUMADO;4;6;2020;17;-;1
310350;ARAGUARI;CONSUMADO;6;6;2020;9;-;1
313670;JUIZ DE FORA;CONSUMADO;11;6;2020;4;-;1
317010;UBERABA;CONSUMADO;11;6;2020;5;-;1
310600;BELA VISTA DE MINAS;CONSUMADO;13;6;2020;12;-;1
314330;MONTES CLAROS;CONSUMADO;13;6;2020;11;-;1
313020;IGARATINGA;CONSUMADO;16;6;2020;7;-;1
311830;CONSELHEIRO LAFAIETE;CONSUMADO;18;6;2020;13;-;1
312410;ESMERALDAS;CONSUMADO;18;6;2020;2;RMBH;1
314140;MEDINA;CONSUMADO;18;6;2020;15;-;1
312090;CURVELO;CONSUMADO;19;6;2020;14;-;1
310620;BELO HORIZONTE;CONSUMADO;25;6;2020;1;RMBH;1
314710;PARA DE MINAS;CONSUMADO;27;6;2020;7;-;1
310710;BOA ESPERANCA;CONSUMADO;1;7;2020;6;-;1
314310;MONTE CARMELO;CONSUMADO;2;7;2020;10;-;1
312130;DESCOBERTO;CONSUMADO;3;7;2020;4;-;1
310630;BELO ORIENTE;CONSUMADO;4;7;2020;12;-;1
311860;CONTAGEM;CONSUMADO;6;7;2020;2;RMBH;1
314810;PATROCINIO;CONSUMADO;7;7;2020;10;-;1
312770;GOVERNADOR VALADARES;CONSUMADO;9;7;2020;8;-;1
313900;MACHADO;CONSUMADO;11;7;2020;18;-;1
310620;BELO HORIZONTE;CONSUMADO;15;7;2020;1;RMBH;1
313210;ITACARAMBI;CONSUMADO;18;7;2020;11;-;1
316870;TIMOTEO;CONSUMADO;19;7;2020;12;-;1
317010;UBERABA;CONSUMADO;19;7;2020;5;-;1
315780;SANTA LUZIA;CONSUMADO;24;7;2020;3;RMBH;1
315780;SANTA LUZIA;CONSUMADO;26;7;2020;3;RMBH;1
314740;PARAOPEBA;CONSUMADO;28;7;2020;19;-;1
316070;SANTOS DUMONT;CONSUMADO;31;7;2020;13;-;1
314140;MEDINA;CONSUMADO;1;8;2020;15;-;1
312260;DOM JOAQUIM;CONSUMADO;4;8;2020;14;-;1
312230;DIVINOPOLIS;CONSUMADO;5;8;2020;7;-;1
312710;FRUTAL;CONSUMADO;6;8;2020;5;-;1
313240;ITAJUBA;CONSUMADO;7;8;2020;17;-;1
316620;SENHORA DOS REMEDIOS;CONSUMADO;8;8;2020;13;-;1
314330;MONTES CLAROS;CONSUMADO;10;8;2020;11;-;1
314520;NOVA SERRANA;CONSUMADO;10;8;2020;7;-;1
311420;CARMO DO CAJURU;CONSUMADO;12;8;2020;7;-;1
317080;VARZEA DA PALMA;CONSUMADO;18;8;2020;14;-;1
313810;LASSANCE;CONSUMADO;25;8;2020;14;-;1
315895;SANTANA DO PARAISO;CONSUMADO;27;8;2020;12;-;1
313050;ILICINEA;CONSUMADO;29;8;2020;6;-;1
315430;RESPLENDOR;CONSUMADO;29;8;2020;8;-;1
310450;ARINOS;CONSUMADO;4;9;2020;16;-;1
313310;ITANHANDU;CONSUMADO;12;9;2020;17;-;1
316940;TRES PONTAS;CONSUMADO;14;9;2020;6;-;1
310620;BELO HORIZONTE;CONSUMADO;16;9;2020;1;RMBH;1
317040;UNAI;CONSUMADO;18;9;2020;16;-;1
311910;CORINTO;CONSUMADO;19;9;2020;14;-;1
310150;ALEM PARAIBA;CONSUMADO;21;9;2020;4;-;1
313670;JUIZ DE FORA;CONSUMADO;27;9;2020;4;-;1
313670;JUIZ DE FORA;CONSUMADO;1;10;2020;4;-;1
310290;ANTONIO CARLOS;CONSUMADO;2;10;2020;13;-;1
310620;BELO HORIZONTE;CONSUMADO;2;10;2020;1;RMBH;1
312705;FRONTEIRA DOS VALES;CONSUMADO;7;10;2020;15;-;1
312750;GONZAGA;CONSUMADO;7;10;2020;8;-;1
310620;BELO HORIZONTE;CONSUMADO;9;10;2020;1;RMBH;2
310490;BAEPENDI;CONSUMADO;10;10;2020;17;-;1
312230;DIVINOPOLIS;CONSUMADO;10;10;2020;7;-;1
313010;IGARAPE;CONSUMADO;14;10;2020;2;RMBH;1
310530;BANDEIRA DO SUL;CONSUMADO;18;10;2020;18;-;1
311860;CONTAGEM;CONSUMADO;21;10;2020;2;RMBH;1
310620;BELO HORIZONTE;CONSUMADO;25;10;2020;1;RMBH;1
317010;UBERABA;CONSUMADO;27;10;2020;5;-;1
311780;CONCEICAO DOS OUROS;CONSUMADO;30;10;2020;17;-;1
310620;BELO HORIZONTE;CONSUMADO;2;11;2020;1;RMBH;1
310140;ALBERTINA;CONSUMADO;9;11;2020;17;-;1
311710;CONCEICAO DA APARECIDA;CONSUMADO;10;11;2020;18;-;1
310800;BOM SUCESSO;CONSUMADO;13;11;2020;6;-;1
316860;TEOFILO OTONI;CONSUMADO;14;11;2020;15;-;1
312800;GUANHAES;CONSUMADO;15;11;2020;8;-;1
313950;MANHUMIRIM;CONSUMADO;16;11;2020;12;-;1
310710;BOA ESPERANCA;CONSUMADO;20;11;2020;6;-;1
316490;SAO SEBASTIAO DO RIO VERDE;CONSUMADO;22;11;2020;17;-;1
311080;CAMPANARIO;CONSUMADO;26;11;2020;15;-;1
311340;CARATINGA;CONSUMADO;28;11;2020;12;-;1
316370;SAO LOURENCO;CONSUMADO;28;11;2020;17;-;1
310840;BOTELHOS;CONSUMADO;30;11;2020;18;-;1
316610;SENHORA DO PORTO;CONSUMADO;4;12;2020;8;-;1
313510;JANAUBA;CONSUMADO;6;12;2020;11;-;1
310220;ALVARENGA;CONSUMADO;10;12;2020;8;-;1
312270;DOM SILVERIO;CONSUMADO;13;12;2020;12;-;1
314520;NOVA SERRANA;CONSUMADO;16;12;2020;7;-;1
310630;BELO ORIENTE;CONSUMADO;17;12;2020;12;-;1
313380;ITAUNA;CONSUMADO;19;12;2020;7;-;1
311110;CAMPINA VERDE;CONSUMADO;20;12;2020;5;-;1
316295;SAO JOSE DA LAPA;CONSUMADO;22;12;2020;3;RMBH;1
314350;MORADA NOVA DE MINAS;CONSUMADO;24;12;2020;7;-;1
314790;PASSOS;CONSUMADO;24;12;2020;18;-;1
312400;ERVALIA;CONSUMADO;25;12;2020;4;-;1
316930;TRES CORACOES;CONSUMADO;28;12;2020;6;-;1
313330;ITAOBIM;CONSUMADO;29;12;2020;15;-;1
313115;IPABA;CONSUMADO;30;12;2020;12;-;1
310340;ARACUAI;CONSUMADO;31;12;2020;15;-;1
313380;ITAUNA;CONSUMADO;3;1;2021;7;-;1
316250;SAO JOAO DEL REI;CONSUMADO;9;1;2021;13;-;1
313670;JUIZ DE FORA;CONSUMADO;10;1;2021;4;-;1
315720;SANTA BARBARA;CONSUMADO;12;1;2021;12;-;1
311860;CONTAGEM;CONSUMADO;14;1;2021;2;RMBH;1
317060;VARGEM BONITA;CONSUMADO;16;1;2021;18;-;1
310825;BONITO DE MINAS;CONSUMADO;17;1;2021;11;-;1
315400;RAUL SOARES;CONSUMADO;19;1;2021;12;-;1
311220;CAPELA NOVA;CONSUMADO;20;1;2021;13;-;1
317100;VAZANTE;CONSUMADO;22;1;2021;16;-;1
314080;MATIAS BARBOSA;CONSUMADO;24;1;2021;4;-;1
314140;MEDINA;CONSUMADO;2;2;2021;15;-;1
313130;IPATINGA;CONSUMADO;6;2;2021;12;-;1
310620;BELO HORIZONTE;CONSUMADO;12;2;2021;1;RMBH;1
310620;BELO HORIZONTE;CONSUMADO;22;2;2021;1;RMBH;1
314430;NANUQUE;CONSUMADO;22;2;2021;15;-;1
311830;CONSELHEIRO LAFAIETE;CONSUMADO;25;2;2021;13;-;1
313190;ITABIRITO;CONSUMADO;26;2;2021;3;-;1
316980;TURVOLANDIA;CONSUMADO;28;2;2021;17;-;1
317010;UBERABA;CONSUMADO;28;2;2021;5;-;1
316050;SANTO ANTONIO DO RIO ABAIXO;CONSUMADO;2;3;2021;14;-;1
314520;NOVA SERRANA;CONSUMADO;9;3;2021;7;-;1
310670;BETIM;CONSUMADO;13;3;2021;2;RMBH;1
313570;JEQUITIBA;CONSUMADO;13;3;2021;19;-;1
314467;NOVA BELEM;CONSUMADO;13;3;2021;8;-;1
313180;ITABIRINHA;CONSUMADO;18;3;2021;8;-;2
313420;ITUIUTABA;CONSUMADO;20;3;2021;9;-;1
314655;PAI PEDRO;CONSUMADO;20;3;2021;11;-;1
312235;DIVISA ALEGRE;CONSUMADO;23;3;2021;15;-;1
316720;SETE LAGOAS;CONSUMADO;27;3;2021;19;-;1
310620;BELO HORIZONTE;CONSUMADO;31;3;2021;1;RMBH;1
310620;BELO HORIZONTE;CONSUMADO;2;4;2021;1;RMBH;1
311800;CONGONHAS;CONSUMADO;2;4;2021;13;-;1
314980;PERDIZES;CONSUMADO;3;4;2021;5;-;1
316190;SAO GONCALO DO RIO ABAIXO;CONSUMADO;5;4;2021;12;-;1
310350;ARAGUARI;CONSUMADO;10;4;2021;9;-;1
313410;ITUETA;CONSUMADO;10;4;2021;8;-;1
315370;QUARTEL GERAL;CONSUMADO;11;4;2021;7;-;1
316720;SETE LAGOAS;CONSUMADO;11;4;2021;19;-;1
312380;ENGENHEIRO NAVARRO;CONSUMADO;14;4;2021;11;-;1
313220;ITAGUARA;CONSUMADO;17;4;2021;2;RMBH;1
310620;BELO HORIZONTE;CONSUMADO;18;4;2021;1;RMBH;1
314140;MEDINA;CONSUMADO;18;4;2021;15;-;1
311930;COROMANDEL;CONSUMADO;20;4;2021;10;-;1
313620;JOAO MONLEVADE;CONSUMADO;21;4;2021;12;-;1
315220;PORTEIRINHA;CONSUMADO;23;4;2021;11;-;1
316840;TARUMIRIM;CONSUMADO;25;4;2021;8;-;1
311300;CARAI;CONSUMADO;25;4;2021;15;-;1
315460;RIBEIRAO DAS NEVES;CONSUMADO;28;4;2021;2;RMBH;1
311340;CARATINGA;CONSUMADO;27;2;2021;12;-;1
314070;MATEUS LEME;CONSUMADO;19;4;2021;2;RMBH;1
317020;UBERLANDIA;CONSUMADO;8;5;2021;9;-;1
311300;CARAI;CONSUMADO;9;5;2021;15;-;1
311270;CAPITAO ENEIAS;CONSUMADO;12;5;2021;11;-;1
317020;UBERLANDIA;CONSUMADO;15;5;2021;9;-;1
310160;ALFENAS;CONSUMADO;15;5;2021;18;-;1
313380;ITAUNA;CONSUMADO;27;5;2021;7;-;1
311340;CARATINGA;CONSUMADO;28;5;2021;12;-;1
311650;CLARO DOS POCOES;CONSUMADO;28;5;2021;11;-;1
315120;PIRAPORA;CONSUMADO;29;5;2021;14;-;1
317040;UNAI;CONSUMADO;16;5;2021;16;-;1
310620;BELO HORIZONTE;CONSUMADO;25;1;2021;1;RMBH;1
313190;ITABIRITO;CONSUMADO;25;1;2021;3;-;1
311880;CORACAO DE JESUS;CONSUMADO;2;5;2021;11;-;1
316800;TAIOBEIRAS;CONSUMADO;1;6;2021;11;-;1
310520;BANDEIRA;CONSUMADO;14;6;2021;15;-;1
314700;PARACATU;CONSUMADO;15;6;2021;16;-;1
310620;BELO HORIZONTE;CONSUMADO;21;6;2021;1;RMBH;1
310620;BELO HORIZONTE;CONSUMADO;17;6;2021;1;RMBH;1
316990;UBA;CONSUMADO;3;6;2021;4;-;1
316930;TRES CORACOES;CONSUMADO;20;6;2021;6;-;1
310170;ALMENARA;CONSUMADO;30;6;2021;15;-;2
314630;PADRE PARAISO;CONSUMADO;5;5;2021;15;-;1
311160;CAMPOS GERAIS;CONSUMADO;30;3;2021;18;-;1
313010;IGARAPE;CONSUMADO;20;5;2021;2;RMBH;1
316410;SAO PEDRO DO SUACUI;CONSUMADO;11;7;2021;8;-;1
310500;BALDIM;CONSUMADO;11;7;2021;19;RMBH;1
310560;BARBACENA;CONSUMADO;12;7;2021;13;-;1
317100;VAZANTE;CONSUMADO;12;7;2021;16;-;1
310670;BETIM;CONSUMADO;16;7;2021;2;RMBH;1
315895;SANTANA DO PARAISO;CONSUMADO;23;7;2021;12;-;1
311680;COLUNA;CONSUMADO;24;7;2021;8;-;2
314160;MERCES;CONSUMADO;24;7;2021;4;-;1
315220;PORTEIRINHA;CONSUMADO;29;7;2021;11;-;1
313960;MANTENA;CONSUMADO;31;7;2021;8;-;1
316720;SETE LAGOAS;CONSUMADO;21;7;2021;19;-;1
312087;CURRAL DE DENTRO;CONSUMADO;21;7;2021;11;-;1
314290;MONTE AZUL;CONSUMADO;9;6;2021;11;-;2
313130;IPATINGA;CONSUMADO;11;8;2021;12;-;1
315780;SANTA LUZIA;CONSUMADO;14;8;2021;3;RMBH;1
311860;CONTAGEM;CONSUMADO;21;8;2021;2;RMBH;1
310570;BARRA LONGA;CONSUMADO;22;8;2021;12;-;1
310620;BELO HORIZONTE;CONSUMADO;28;8;2021;1;RMBH;2
316370;SAO LOURENCO;CONSUMADO;30;8;2021;17;-;1
314610;OURO PRETO;CONSUMADO;30;8;2021;3;-;1
310620;BELO HORIZONTE;CONSUMADO;17;7;2021;1;RMBH;1
310945;CABECEIRA GRANDE;CONSUMADO;1;8;2021;16;-;1
312320;DORES DO INDAIA;CONSUMADO;4;9;2021;7;-;1
312230;DIVINOPOLIS;CONSUMADO;10;9;2021;7;-;1
314810;PATROCINIO;CONSUMADO;17;9;2021;10;-;1
310620;BELO HORIZONTE;CONSUMADO;20;9;2021;1;RMBH;1
314310;MONTE CARMELO;CONSUMADO;20;9;2021;10;-;1
316070;SANTOS DUMONT;CONSUMADO;25;9;2021;13;-;1
317040;UNAI;CONSUMADO;25;9;2021;16;-;1
313320;ITANHOMI;CONSUMADO;29;9;2021;8;-;1
313580;JEQUITINHONHA;CONSUMADO;29;9;2021;15;-;1
311020;CAJURI;CONSUMADO;26;9;2021;4;-;1
315210;PONTE NOVA;CONSUMADO;14;9;2021;12;-;1
310620;BELO HORIZONTE;CONSUMADO;28;9;2021;1;RMBH;1
310560;BARBACENA;CONSUMADO;20;9;2020;13;-;1
310620;BELO HORIZONTE;CONSUMADO;8;10;2021;1;RMBH;1
310620;BELO HORIZONTE;CONSUMADO;25;10;2021;1;RMBH;1
313750;LAGOA FORMOSA;CONSUMADO;30;10;2021;10;-;1
312120;DELFINOPOLIS;CONSUMADO;27;8;2021;18;-;1
